id,date,business_line,product_line,region,subregion,mortgage_type,valuation,dtv,balance,monthly_repayment,months_in_arrears,pd_12m,in_default
ID1007700414,2022-12-01,Retail,Mortgage,Sweden,Narke,floating rate,390009.7561,0.467701499,182408,585,1,0.000435393,false
ID1007700415,2022-12-01,Retail,Mortgage,Sweden,Dalarna,fixed rate,332954.1092,0.340140923,113251,3146,1,0.000246023,false
ID1007700416,2022-12-01,Retail,Mortgage,Sweden,Halsingland,fixed rate,384775.1239,0.503690525,193808,3230,0,0.000380583,false
ID1007700417,2022-12-01,Retail,Mortgage,Sweden,Norrbotten,floating rate,334324.4109,0.470260886,157220,524,1,0.000311856,false
ID1007700418,2022-12-01,Retail,Mortgage,Sweden,Norrbotten,floating rate,335035.9549,0.365116673,122327,2039,0,0.000322801,false
ID1007700419,2022-12-01,Retail,Mortgage,Sweden,Oland,capped rate,409482.0458,0.304237052,124580,692,0,0.000365861,false
ID1007700420,2022-12-01,Retail,Mortgage,Sweden,Oland,capped rate,416136.2289,0.438540824,182493,1014,0,0.000397497,false
ID1007700421,2022-12-01,Retail,Mortgage,Sweden,Narke,capped rate,386057.7181,0.42662589,164702,528,0,0.000289242,false
ID1007700422,2022-12-01,Retail,Mortgage,Sweden,Blekinge,fixed rate,358839.5488,0.522552637,187513,710,2,0.000306908,false
ID1007700423,2022-12-01,Retail,Mortgage,Sweden,Halland,floating rate,318384.7069,0.451121706,143630,598,1,0.000392391,false
ID1007700424,2022-12-01,Retail,Mortgage,Sweden,Halsingland,floating rate,368893.7688,0.354257556,130683,1210,0,0.000266945,false
ID1007700425,2022-12-01,Retail,Mortgage,Sweden,Dalarna,floating rate,373542.0566,0.377845673,141141,420,0,0.000221986,false
ID1007700426,2022-12-01,Retail,Mortgage,Sweden,Dalsland,floating rate,453713.3138,0.312447185,141761,1313,0,0.000276811,false
ID1007700427,2022-12-01,Retail,Mortgage,Sweden,Halsingland,capped rate,404697.2064,0.554707174,224488,850,0,0.000288026,false
ID1007700428,2022-12-01,Retail,Mortgage,Sweden,Bohuslan,floating rate,400475.2856,0.491128555,196685,5463,0,0.000260236,false
ID1007700429,2022-12-01,Retail,Mortgage,Sweden,Blekinge,fixed rate,370362.5095,0.385193996,142661,5944,1,0.000200941,false
ID1007700430,2022-12-01,Retail,Mortgage,Sweden,Halland,floating rate,295185.2305,0.400007087,118076,703,1,0.000277441,false
ID1007700431,2022-12-01,Retail,Mortgage,Sweden,Jamtland,floating rate,348143.2406,0.281046196,97844,326,0,0.000314604,false
ID1007700432,2022-12-01,Retail,Mortgage,Sweden,Ostergotland,capped rate,369501.6282,0.473872687,175097,540,0,0.00032759,false
ID1007700433,2022-12-01,Retail,Mortgage,Sweden,Gotland,fixed rate,318605.3775,0.362179448,115392,4808,1,0.000228243,false
ID1007700434,2022-12-01,Retail,Mortgage,Sweden,Narke,capped rate,362806.5687,0.351834652,127648,1330,2,0.000405064,false
ID1007700435,2022-12-01,Retail,Mortgage,Sweden,Narke,capped rate,335059.1927,0.417591059,139918,897,0,0.000334257,false
ID1007700436,2022-12-01,Retail,Mortgage,Sweden,Halland,floating rate,362938.0625,0.25410786,92225,366,2,0.000398682,false
ID1007700437,2022-12-01,Retail,Mortgage,Sweden,Dalarna,fixed rate,327720.6706,0.366668796,120165,1113,1,0.00030736,false
ID1007700438,2022-12-01,Retail,Mortgage,Sweden,Jamtland,fixed rate,334050.7983,0.471786812,157601,571,0,0.000336963,false
ID1007700439,2022-12-01,Retail,Mortgage,Sweden,Oland,capped rate,362018.9586,0.380328102,137686,1043,0,0.000287461,false
ID1007700440,2022-12-01,Retail,Mortgage,Sweden,Oland,capped rate,399209.8175,0.560957793,223940,1697,0,0.000347381,false
ID1007700441,2022-12-01,Retail,Mortgage,Sweden,Medelpad,capped rate,356443.5095,0.427147514,152254,552,2,0.000252735,false
ID1007700442,2022-12-01,Retail,Mortgage,Sweden,Dalsland,floating rate,392945.7522,0.316005197,124173,383,0,0.000223331,false
ID1007700443,2022-12-01,Retail,Mortgage,Sweden,Gotland,floating rate,362616.7652,0.513019689,186030,3100,0,0.000309418,false
ID1007700444,2022-12-01,Retail,Mortgage,Sweden,Halsingland,capped rate,378384.7229,0.555458061,210177,5838,2,0.000334488,false
ID1007700445,2022-12-01,Retail,Mortgage,Sweden,Angermanland,fixed rate,443192.1014,0.372439383,165062,4585,2,0.000236976,false
ID1007700446,2022-12-01,Retail,Mortgage,Sweden,Bohuslan,floating rate,321638.6589,0.31888801,102567,611,1,0.000262426,false
ID1007700447,2022-12-01,Retail,Mortgage,Sweden,Angermanland,fixed rate,340771.467,0.336763436,114759,869,0,0.000334431,false
ID1007700448,2022-12-01,Retail,Mortgage,Sweden,Gastrikland,fixed rate,316768.5165,0.44702246,141603,843,0,0.000250288,false
ID1007700449,2022-12-01,Retail,Mortgage,Sweden,Harjedalen,floating rate,360033.9125,0.409137208,147303,6138,0,0.000275936,false
ID1007700450,2022-12-01,Retail,Mortgage,Sweden,Oland,capped rate,354546.0771,0.465245265,164951,723,0,0.000330068,false
ID1007700451,2022-12-01,Retail,Mortgage,Sweden,Gastrikland,floating rate,306262.5331,0.385282928,117998,364,2,0.000204739,false
ID1007700452,2022-12-01,Retail,Mortgage,Sweden,Lappland,capped rate,293150.3327,0.27895269,81775,757,0,0.000279118,false
ID1007700453,2022-12-01,Retail,Mortgage,Sweden,Dalsland,floating rate,420932.5071,0.466763021,196476,16373,1,0.000260485,false
ID1007700454,2022-12-01,Retail,Mortgage,Sweden,Gastrikland,floating rate,353882.3884,0.498118349,176275,2099,0,0.000308387,false
ID1007700455,2022-12-01,Retail,Mortgage,Sweden,Halland,floating rate,242578.8798,0.32645699,79192,275,0,0.0002911,false
ID1007700456,2022-12-01,Retail,Mortgage,Sweden,Bohuslan,fixed rate,293142.086,0.287883876,84391,879,0,0.000309788,false
ID1007700457,2022-12-01,Retail,Mortgage,Sweden,Narke,floating rate,374892.9793,0.458165334,171763,1022,0,0.000277346,false
ID1007700458,2022-12-01,Retail,Mortgage,Sweden,Ostergotland,capped rate,326117.8122,0.467128283,152339,552,0,0.000294865,false
ID1007700459,2022-12-01,Retail,Mortgage,Sweden,Narke,floating rate,380180.9988,0.431146383,163914,569,0,0.000250082,false
ID1007700460,2022-12-01,Retail,Mortgage,Sweden,Ostergotland,capped rate,391765.9038,0.436162576,170874,3560,0,0.000348816,false
ID1007700461,2022-12-01,Retail,Mortgage,Sweden,Narke,capped rate,333143.8197,0.324242588,108019,2250,0,0.000260051,false
ID1007700462,2022-12-01,Retail,Mortgage,Sweden,Blekinge,fixed rate,368480.9414,0.49180416,181220,1079,0,0.000328463,false
ID1007700463,2022-12-01,Retail,Mortgage,Sweden,Dalsland,fixed rate,364987.8354,0.393905137,143771,499,1,0.000205785,false
ID1007700464,2022-12-01,Retail,Mortgage,Sweden,Gotland,fixed rate,388948.3723,0.666740266,259328,940,0,0.000290468,false
ID1007700465,2022-12-01,Retail,Mortgage,Sweden,Narke,capped rate,360615.4249,0.404609577,145908,2432,2,0.000390432,false
ID1007700466,2022-12-01,Retail,Mortgage,Sweden,Halsingland,floating rate,340121.158,0.40584952,138038,548,2,0.000219876,false
ID1007700467,2022-12-01,Retail,Mortgage,Sweden,Jamtland,floating rate,372499.7443,0.237792377,88578,1054,0,0.000312954,false
ID1007700468,2022-12-01,Retail,Mortgage,Sweden,Dalsland,floating rate,340815.5873,0.490180193,167061,663,0,0.000306438,false
ID1007700469,2022-12-01,Retail,Mortgage,Sweden,Medelpad,floating rate,334022.2287,0.404162376,134999,402,1,0.000329426,false
ID1007700470,2022-12-01,Retail,Mortgage,Sweden,Angermanland,fixed rate,366018.9479,0.480133141,175738,610,0,0.000314948,false
ID1007700471,2022-12-01,Retail,Mortgage,Sweden,Narke,capped rate,329381.2898,0.363355271,119682,4987,0,0.000273926,false
ID1007700472,2022-12-01,Retail,Mortgage,Sweden,Halsingland,floating rate,400999.7146,0.458858818,184002,902,2,0.000386549,false
ID1007700473,2022-12-01,Retail,Mortgage,Sweden,Dalsland,fixed rate,296144.5261,0.566033279,167628,607,0,0.000382968,false
ID1007700474,2022-12-01,Retail,Mortgage,Sweden,Lappland,floating rate,420452.9717,0.481215269,202328,803,1,0.000357652,false
ID1007700475,2022-12-01,Retail,Mortgage,Sweden,Lappland,capped rate,372586.0492,0.51709274,192662,16055,2,0.000384461,false
ID1007700476,2022-12-01,Retail,Mortgage,Sweden,Gotland,floating rate,381771.7789,0.403531083,154057,584,0,0.000366791,false
ID1007700477,2022-12-01,Retail,Mortgage,Sweden,Harjedalen,floating rate,389282.813,0.466560031,181624,757,0,0.000261126,false
ID1007700478,2022-12-01,Retail,Mortgage,Sweden,Dalarna,floating rate,401881.9114,0.310819623,124913,1487,0,0.000315505,false
ID1007700479,2022-12-01,Retail,Mortgage,Sweden,Angermanland,fixed rate,324907.1028,0.469332739,152490,552,0,0.000391287,false
ID1007700480,2022-12-01,Retail,Mortgage,Sweden,Oland,capped rate,390248.3069,0.267909103,104551,363,0,0.000322844,false
ID1007700481,2022-12-01,Retail,Mortgage,Sweden,Narke,capped rate,322410.6508,0.223890677,72185,301,1,0.000305766,false
ID1007700482,2022-12-01,Retail,Mortgage,Sweden,Dalarna,fixed rate,324246.5384,0.297857967,96579,335,0,0.000347733,false
ID1007700483,2022-12-01,Retail,Mortgage,Sweden,Dalsland,fixed rate,309295.2114,0.337382677,104351,378,1,0.000328253,false
ID1007700484,2022-12-01,Retail,Mortgage,Sweden,Gastrikland,floating rate,349743.769,0.159672256,55844,931,0,0.000248147,false
ID1007700485,2022-12-01,Retail,Mortgage,Sweden,Ostergotland,capped rate,386487.7873,0.250169054,96687,576,3,1,true
ID1007700486,2022-12-01,Retail,Mortgage,Sweden,Gastrikland,capped rate,361249.0939,0.443331703,160153,477,0,0.000247123,false
ID1007700487,2022-12-01,Retail,Mortgage,Sweden,Bohuslan,fixed rate,340903.2788,0.519246018,177013,776,0,0.000265467,false
ID1007700488,2022-12-01,Retail,Mortgage,Sweden,Dalarna,fixed rate,410324.3805,0.482144078,197835,1374,0,0.000345198,false
ID1007700489,2022-12-01,Retail,Mortgage,Sweden,Dalarna,fixed rate,403467.8594,0.577335349,232936,1078,1,0.000322794,false
ID1007700490,2022-12-01,Retail,Mortgage,Sweden,Medelpad,floating rate,308529.3096,0.530754354,163753,1706,0,0.000299878,false
ID1007700491,2022-12-01,Retail,Mortgage,Sweden,Narke,capped rate,300331.5797,0.481349796,144565,12047,0,0.000372225,false
ID1007700492,2022-12-01,Retail,Mortgage,Sweden,Lappland,floating rate,393325.2632,0.440467254,173247,555,2,0.000265027,false
ID1007700493,2022-12-01,Retail,Mortgage,Sweden,Halsingland,fixed rate,387996.9524,0.38323162,148693,652,1,0.000311596,false
ID1007700494,2022-12-01,Retail,Mortgage,Sweden,Jamtland,floating rate,376260.5072,0.418015274,157283,655,2,0.000257806,false
ID1007700495,2022-12-01,Retail,Mortgage,Sweden,Oland,capped rate,347442.8376,0.385029696,133776,531,1,0.000323175,false
ID1007700496,2022-12-01,Retail,Mortgage,Sweden,Medelpad,floating rate,392618.1212,0.428283597,168152,824,2,0.000353153,false
ID1007700497,2022-12-01,Retail,Mortgage,Sweden,Bohuslan,fixed rate,297850.9604,0.443197528,132007,524,0,0.000378993,false
ID1007700498,2022-12-01,Retail,Mortgage,Sweden,Norrbotten,capped rate,288987.4697,0.497835638,143868,521,1,0.000271156,false
ID1007700499,2022-12-01,Retail,Mortgage,Sweden,Harjedalen,floating rate,324434.808,0.354149806,114899,957,0,0.000325211,false
ID1007700500,2022-12-01,Retail,Mortgage,Sweden,Gotland,floating rate,368578.7477,0.479749631,176826,921,0,0.000250865,false
ID1007700501,2022-12-01,Retail,Mortgage,Sweden,Harjedalen,floating rate,408104.8878,0.231888456,94635,303,1,0.000185404,false
ID1007700502,2022-12-01,Retail,Mortgage,Sweden,Ostergotland,capped rate,359477.5858,0.441555006,158729,575,1,0.000234064,false
ID1007700503,2022-12-01,Retail,Mortgage,Sweden,Blekinge,floating rate,412315.6462,0.335660345,138398,887,0,0.000286011,false
ID1007700504,2022-12-01,Retail,Mortgage,Sweden,Angermanland,fixed rate,406116.3169,0.50671931,205787,1905,0,0.000322399,false
ID1007700505,2022-12-01,Retail,Mortgage,Sweden,Ostergotland,capped rate,342941.3922,0.319106083,109435,608,0,0.000266732,false
ID1007700506,2022-12-01,Retail,Mortgage,Sweden,Gotland,fixed rate,345110.9272,0.357693253,123444,10287,0,0.00030365,false
ID1007700507,2022-12-01,Retail,Mortgage,Sweden,Halsingland,floating rate,385765.634,0.319476039,123243,10270,0,0.000308331,false
ID1007700508,2022-12-01,Retail,Mortgage,Sweden,Halsingland,floating rate,401805.2335,0.423492404,170161,3545,2,0.000277092,false
ID1007700509,2022-12-01,Retail,Mortgage,Sweden,Halsingland,floating rate,375480.2615,0.223667493,83983,437,3,1,true
ID1007700510,2022-12-01,Retail,Mortgage,Sweden,Blekinge,fixed rate,380687.5553,0.218437757,83157,408,2,0.000258545,false
ID1007700511,2022-12-01,Retail,Mortgage,Sweden,Medelpad,floating rate,361337.428,0.320456931,115793,482,2,0.000394285,false
ID1007700512,2022-12-01,Retail,Mortgage,Sweden,Dalarna,floating rate,339341.3456,0.279206303,94746,607,1,0.00030135,false
ID1007700513,2022-12-01,Retail,Mortgage,Sweden,Narke,capped rate,396257.7394,0.388767267,154052,642,0,0.000232717,false
ID1007700514,2022-12-01,Retail,Mortgage,Sweden,Gotland,floating rate,343532.0001,0.407824245,140101,556,0,0.000247185,false
ID1007700515,2022-12-01,Retail,Mortgage,Sweden,Angermanland,fixed rate,390167.304,0.436454186,170290,3548,3,1,true
ID1007700516,2022-12-01,Retail,Mortgage,Sweden,Lappland,floating rate,337158.6996,0.462480857,155929,1083,0,0.000299628,false
ID1007700517,2022-12-01,Retail,Mortgage,Sweden,Dalsland,floating rate,371302.468,0.493574687,183265,545,0,0.000381856,false
ID1007700518,2022-12-01,Retail,Mortgage,Sweden,Narke,floating rate,353635.29,0.392721398,138880,772,0,0.000306448,false
ID1007700519,2022-12-01,Retail,Mortgage,Sweden,Bohuslan,floating rate,389918.1332,0.27021298,105361,549,0,0.000200097,false
ID1007700520,2022-12-01,Retail,Mortgage,Sweden,Medelpad,floating rate,397891.7186,0.29570299,117658,9805,0,0.000427986,false
ID1007700521,2022-12-01,Retail,Mortgage,Sweden,Norrbotten,floating rate,418545.876,0.439004275,183743,729,0,0.00028543,false
ID1007700522,2022-12-01,Retail,Mortgage,Sweden,Blekinge,fixed rate,363524.5779,0.190026222,69079,640,0,0.000245721,false
ID1007700523,2022-12-01,Retail,Mortgage,Sweden,Medelpad,floating rate,310676.3551,0.410551309,127549,531,0,0.000344119,false
ID1007700524,2022-12-01,Retail,Mortgage,Sweden,Ostergotland,capped rate,340969.8009,0.475995476,162300,1040,1,0.00030908,false
ID1007700525,2022-12-01,Retail,Mortgage,Sweden,Harjedalen,floating rate,366197.9829,0.238228075,87239,269,0,0.000374056,false
ID1007700526,2022-12-01,Retail,Mortgage,Sweden,Gotland,fixed rate,380974.1221,0.324170665,123501,936,1,0.000400677,false
ID1007700527,2022-12-01,Retail,Mortgage,Sweden,Ostergotland,capped rate,358411.2392,0.481439491,172553,1027,1,0.000305827,false
ID1007700528,2022-12-01,Retail,Mortgage,Sweden,Norrbotten,floating rate,329498.469,0.416667348,137291,520,0,0.000281888,false
ID1007700529,2022-12-01,Retail,Mortgage,Sweden,Halland,floating rate,355527.7821,0.334913093,119071,397,0,0.000376113,false
ID1007700530,2022-12-01,Retail,Mortgage,Sweden,Halsingland,floating rate,344207.4408,0.34989796,120437,669,0,0.000274166,false
ID1007700531,2022-12-01,Retail,Mortgage,Sweden,Ostergotland,capped rate,433259.3197,0.42990476,186260,5174,0,0.000336727,false
ID1007700532,2022-12-01,Retail,Mortgage,Sweden,Dalsland,floating rate,364989.5187,0.577861576,210913,732,0,0.000170077,false
ID1007700533,2022-12-01,Retail,Mortgage,Sweden,Gotland,floating rate,434202.4374,0.528515627,229483,765,0,0.000344461,false
ID1007700534,2022-12-01,Retail,Mortgage,Sweden,Blekinge,fixed rate,370725.2077,0.430183462,159480,532,0,0.000253077,false
ID1007700535,2022-12-01,Retail,Mortgage,Sweden,Dalsland,floating rate,404663.7811,0.425052306,172003,754,1,0.000303576,false
ID1007700536,2022-12-01,Retail,Mortgage,Sweden,Jamtland,floating rate,298731.6934,0.689582252,206000,1321,0,0.00036465,false
ID1007700537,2022-12-01,Retail,Mortgage,Sweden,Narke,capped rate,333296.6033,0.46869768,156215,685,3,1,true
ID1007700538,2022-12-01,Retail,Mortgage,Sweden,Dalarna,floating rate,364802.7545,0.220921856,80593,3358,0,0.000368786,false
ID1007700539,2022-12-01,Retail,Mortgage,Sweden,Harjedalen,floating rate,355840.1953,0.469023552,166897,869,0,0.000355028,false
ID1007700540,2022-12-01,Retail,Mortgage,Sweden,Bohuslan,floating rate,318914.4609,0.415089148,132378,441,0,0.000268103,false
ID1007700541,2022-12-01,Retail,Mortgage,Sweden,Angermanland,fixed rate,357118.8133,0.446243833,159362,13280,0,0.000335278,false
ID1007700542,2022-12-01,Retail,Mortgage,Sweden,Medelpad,capped rate,351619.7722,0.529567454,186206,5172,2,0.000302203,false
ID1007700543,2022-12-01,Retail,Mortgage,Sweden,Halland,floating rate,406210.3922,0.336292477,136605,949,0,0.000308304,false
ID1007700544,2022-12-01,Retail,Mortgage,Sweden,Harjedalen,floating rate,332334.2481,0.323025211,107352,4473,0,0.000284526,false
ID1007700545,2022-12-01,Retail,Mortgage,Sweden,Dalsland,fixed rate,316759.6478,0.460663658,145920,2432,0,0.000326264,false
ID1007700546,2022-12-01,Retail,Mortgage,Sweden,Lappland,floating rate,369673.5666,0.215591807,79699,1328,0,0.00017427,false
ID1007700547,2022-12-01,Retail,Mortgage,Sweden,Norrbotten,capped rate,394063.2318,0.530331284,208984,670,1,0.000309273,false
ID1007700548,2022-12-01,Retail,Mortgage,Sweden,Gotland,floating rate,311639.2317,0.369139265,115038,1917,1,0.000304927,false
ID1007700549,2022-12-01,Retail,Mortgage,Sweden,Medelpad,floating rate,381177.8109,0.404563337,154211,612,0,0.000357888,false
ID1007700550,2022-12-01,Retail,Mortgage,Sweden,Angermanland,fixed rate,392939.6935,0.302428676,118836,4952,1,0.000325952,false
ID1007700551,2022-12-01,Retail,Mortgage,Sweden,Halland,floating rate,407489.5954,0.356244752,145166,605,1,0.000302093,false
ID1007700552,2022-12-01,Retail,Mortgage,Sweden,Norrbotten,floating rate,413354.9246,0.63733666,263446,998,3,1,true
ID1007700553,2022-12-01,Retail,Mortgage,Sweden,Halland,floating rate,320547.1633,0.380364081,121925,598,0,0.00024993,false
ID1007700554,2022-12-01,Retail,Mortgage,Sweden,Oland,capped rate,404480.8199,0.507503988,205276,950,0,0.000281626,false
ID1007700555,2022-12-01,Retail,Mortgage,Sweden,Dalarna,fixed rate,315438.0635,0.517530119,163249,716,0,0.000262677,false
ID1007700556,2022-12-01,Retail,Mortgage,Sweden,Jamtland,capped rate,384393.4667,0.289665339,111345,619,1,0.000265614,false
ID1007700557,2022-12-01,Retail,Mortgage,Sweden,Harjedalen,capped rate,348843.5635,0.404494756,141105,5879,0,0.000280149,false
ID1007700558,2022-12-01,Retail,Mortgage,Sweden,Halsingland,capped rate,419686.9054,0.591420821,248212,1591,3,1,true
ID1007700559,2022-12-01,Retail,Mortgage,Sweden,Dalsland,floating rate,364051.3537,0.516069935,187876,824,0,0.000332516,false
ID1007700560,2022-12-01,Retail,Mortgage,Sweden,Gotland,floating rate,361248.0927,0.565891123,204427,710,0,0.000289948,false
ID1007700561,2022-12-01,Retail,Mortgage,Sweden,Blekinge,floating rate,385294.315,0.512029115,197282,865,1,0.00028626,false
ID1007700562,2022-12-01,Retail,Mortgage,Sweden,Lappland,floating rate,396939.8232,0.500900708,198827,789,1,0.00031389,false
ID1007700563,2022-12-01,Retail,Mortgage,Sweden,Dalsland,floating rate,394829.2449,0.441323602,174247,908,0,0.000290987,false
ID1007700564,2022-12-01,Retail,Mortgage,Sweden,Angermanland,fixed rate,425843.7581,0.373003048,158841,529,0,0.000171566,false
ID1007700565,2022-12-01,Retail,Mortgage,Sweden,Ostergotland,capped rate,311732.1167,0.481697907,150161,736,0,0.000412873,false
ID1007700566,2022-12-01,Retail,Mortgage,Sweden,Dalarna,floating rate,373007.3583,0.384877742,143562,665,1,0.000331916,false
ID1007700567,2022-12-01,Retail,Mortgage,Sweden,Blekinge,fixed rate,379613.6785,0.361923506,137391,520,0,0.000259296,false
ID1007700568,2022-12-01,Retail,Mortgage,Sweden,Lappland,floating rate,465276.1065,0.408590729,190108,720,0,0.000304046,false
ID1007700569,2022-12-01,Retail,Mortgage,Sweden,Bohuslan,fixed rate,423746.25,0.294163653,124651,1484,1,0.000259132,false
ID1007700570,2022-12-01,Retail,Mortgage,Sweden,Halsingland,fixed rate,413183.8705,0.293560838,121295,421,0,0.000193959,false
ID1007700571,2022-12-01,Retail,Mortgage,Sweden,Norrbotten,capped rate,426210.6216,0.344966498,147028,875,1,0.000381998,false
ID1007700572,2022-12-01,Retail,Mortgage,Sweden,Lappland,floating rate,408116.5053,0.266552262,108784,604,0,0.000286884,false
ID1007700573,2022-12-01,Retail,Mortgage,Sweden,Medelpad,floating rate,389041.9128,0.439744514,171079,1426,0,0.000304766,false
ID1007700574,2022-12-01,Retail,Mortgage,Sweden,Lappland,fixed rate,387347.2868,0.299970865,116193,461,0,0.000343432,false
ID1007700575,2022-12-01,Retail,Mortgage,Sweden,Norrbotten,floating rate,365689.7612,0.340239157,124422,3456,3,1,true
ID1007700576,2022-12-01,Retail,Mortgage,Sweden,Oland,capped rate,331423.0744,0.485014657,160745,609,0,0.000421502,false
ID1007700577,2022-12-01,Retail,Mortgage,Sweden,Oland,capped rate,360407.3461,0.420560792,151573,526,0,0.000222349,false
ID1007700578,2022-12-01,Retail,Mortgage,Sweden,Halsingland,floating rate,349305.0045,0.398682617,139262,645,0,0.000336968,false
ID1007700579,2022-12-01,Retail,Mortgage,Sweden,Harjedalen,floating rate,347500.2362,0.348936187,121255,1123,1,0.000280402,false
ID1007700580,2022-12-01,Retail,Mortgage,Sweden,Jamtland,floating rate,344389.1785,0.301115965,103701,480,0,0.000257235,false
ID1007700581,2022-12-01,Retail,Mortgage,Sweden,Gastrikland,floating rate,317232.1976,0.519108954,164678,549,0,0.000233647,false
ID1007700582,2022-12-01,Retail,Mortgage,Sweden,Jamtland,capped rate,353743.0144,0.471949539,166949,556,1,0.000310709,false
ID1007700583,2022-12-01,Retail,Mortgage,Sweden,Blekinge,floating rate,365405.6954,0.303905006,111049,463,0,0.000367248,false
ID1007700584,2022-12-01,Retail,Mortgage,Sweden,Halland,capped rate,358175.1604,0.49696931,178002,571,0,0.000303892,false
ID1007700585,2022-12-01,Retail,Mortgage,Sweden,Angermanland,fixed rate,366770.5749,0.458021865,167989,2333,0,0.000247943,false
ID1007700586,2022-12-01,Retail,Mortgage,Sweden,Gastrikland,floating rate,385416.5505,0.353305011,136170,709,0,0.000314496,false
ID1007700587,2022-12-01,Retail,Mortgage,Sweden,Angermanland,fixed rate,391289.81,0.347525428,135983,3777,0,0.000266986,false
ID1007700588,2022-12-01,Retail,Mortgage,Sweden,Jamtland,floating rate,330347.831,0.495117937,163561,505,1,0.000429722,false
ID1007700589,2022-12-01,Retail,Mortgage,Sweden,Harjedalen,floating rate,318307.5027,0.582619993,185452,644,0,0.000320997,false
ID1007700590,2022-12-01,Retail,Mortgage,Sweden,Ostergotland,capped rate,332863.6054,0.4157845,138400,641,1,0.000302153,false
ID1007700591,2022-12-01,Retail,Mortgage,Sweden,Dalarna,floating rate,308009.9409,0.396742063,122200,2546,1,0.000365257,false
ID1007700592,2022-12-01,Retail,Mortgage,Sweden,Gastrikland,floating rate,431556.8308,0.242075363,104469,791,0,0.000248705,false
ID1007700593,2022-12-01,Retail,Mortgage,Sweden,Blekinge,fixed rate,404938.1233,0.444969842,180185,601,0,0.000320541,false
ID1007700594,2022-12-01,Retail,Mortgage,Sweden,Norrbotten,capped rate,386365.7597,0.427618133,165217,530,0,0.00016465,false
ID1007700595,2022-12-01,Retail,Mortgage,Sweden,Medelpad,floating rate,382934.9695,0.347497349,133069,739,1,0.000403125,false
ID1007700596,2022-12-01,Retail,Mortgage,Sweden,Halsingland,floating rate,261534.636,0.440278482,115148,384,3,1,true
ID1007700597,2022-12-01,Retail,Mortgage,Sweden,Jamtland,floating rate,403727.2207,0.61388542,247842,1147,0,0.000313658,false
ID1007700598,2022-12-01,Retail,Mortgage,Sweden,Narke,floating rate,348222.7192,0.358224274,124742,547,0,0.000276162,false
ID1007700599,2022-12-01,Retail,Mortgage,Sweden,Gastrikland,fixed rate,421491.1101,0.439871464,185402,7725,0,0.000266421,false
ID1007700600,2022-12-01,Retail,Mortgage,Sweden,Narke,floating rate,338090.0746,0.300373288,101553,1058,0,0.000303157,false
ID1007700601,2022-12-01,Retail,Mortgage,Sweden,Norrbotten,floating rate,344985.2441,0.416289167,143614,5984,0,0.000361529,false
ID1007700602,2022-12-01,Retail,Mortgage,Sweden,Jamtland,floating rate,314806.6453,0.409371956,128873,2685,0,0.00035605,false
ID1007700603,2022-12-01,Retail,Mortgage,Sweden,Oland,floating rate,333560.894,0.387230124,129165,633,1,0.000228066,false
ID1007700604,2022-12-01,Retail,Mortgage,Sweden,Gotland,floating rate,408958.5185,0.535231299,218887,18241,2,0.000348398,false
ID1007700605,2022-12-01,Retail,Mortgage,Sweden,Angermanland,fixed rate,354587.8811,0.413669678,146682,1358,0,0.000259432,false
ID1007700606,2022-12-01,Retail,Mortgage,Sweden,Ostergotland,capped rate,338837.9198,0.3587042,121543,633,0,0.000381777,false
ID1007700607,2022-12-01,Retail,Mortgage,Sweden,Dalsland,fixed rate,355586.7394,0.526489396,187213,709,0,0.000224096,false
ID1007700608,2022-12-01,Retail,Mortgage,Sweden,Lappland,floating rate,352442.2012,0.317825907,112015,583,0,0.000157695,false
ID1007700609,2022-12-01,Retail,Mortgage,Sweden,Halsingland,floating rate,370593.2951,0.408608912,151428,549,2,0.000279052,false
ID1007700610,2022-12-01,Retail,Mortgage,Sweden,Lappland,capped rate,382779.9956,0.370301603,141744,537,0,0.000308751,false
ID1007700611,2022-12-01,Retail,Mortgage,Sweden,Gastrikland,floating rate,369402.8487,0.321257047,118673,412,2,0.000379586,false
ID1007700612,2022-12-01,Retail,Mortgage,Sweden,Halland,capped rate,370595.8118,0.517148143,191653,7986,0,0.000236089,false
ID1007700613,2022-12-01,Retail,Mortgage,Sweden,Gastrikland,floating rate,439609.4631,0.407831557,179287,553,0,0.000303398,false
ID1007700614,2022-12-01,Retail,Mortgage,Sweden,Gotland,floating rate,342881.3974,0.416885973,142942,476,0,0.000303389,false
ID1007700615,2022-12-01,Retail,Mortgage,Sweden,Gastrikland,floating rate,359140.2271,0.337199502,121102,721,1,0.000267589,false
ID1007700616,2022-12-01,Retail,Mortgage,Sweden,Jamtland,floating rate,315523.1523,0.486146965,153391,2130,0,0.000367397,false
ID1007700617,2022-12-01,Retail,Mortgage,Sweden,Dalarna,fixed rate,375607.1574,0.555645609,208704,966,0,0.000348896,false
ID1007700618,2022-12-01,Retail,Mortgage,Sweden,Halsingland,floating rate,356507.1374,0.43802808,156160,1446,0,0.000297441,false
ID1007700619,2022-12-01,Retail,Mortgage,Sweden,Harjedalen,capped rate,348087.1461,0.476651976,165916,2765,1,0.000385776,false
ID1007700620,2022-12-01,Retail,Mortgage,Sweden,Gastrikland,floating rate,262536.5295,0.301668405,79199,471,0,0.000231995,false
