id,date,business_line,product_line,region,subregion,mortgage_type,valuation,dtv,balance,monthly_repayment,months_in_arrears,pd_12m
ID1007700427,01/12/2022,Retail,Mortgage,Sweden,Halsingland,capped rate,404697.2064,0.554707174,224488,850,0,0.000288026
ID1007700428,01/12/2022,Retail,Mortgage,Sweden,Bohuslan,floating rate,400475.2856,0.491128555,196685,5463,0,0.000260236
ID1007700429,01/12/2022,Retail,Mortgage,Sweden,Blekinge,fixed rate,370362.5095,0.385193996,142661,5944,1,0.000200941
ID1007700430,01/12/2022,Retail,Mortgage,Sweden,Halland,floating rate,295185.2305,0.400007087,118076,703,1,0.000277441
ID1007700431,01/12/2022,Retail,Mortgage,Sweden,Jamtland,floating rate,348143.2406,0.281046196,97844,326,0,0.000314604
ID1007700432,01/12/2022,Retail,Mortgage,Sweden,Ostergotland,capped rate,369501.6282,0.473872687,175097,540,0,0.00032759
ID1007700433,01/12/2022,Retail,Mortgage,Sweden,Gotland,fixed rate,318605.3775,0.362179448,115392,4808,1,0.000228243
ID1007700434,01/12/2022,Retail,Mortgage,Sweden,Narke,capped rate,362806.5687,0.351834652,127648,1330,2,0.000405064
ID1007700435,01/12/2022,Retail,Mortgage,Sweden,Narke,capped rate,335059.1927,0.417591059,139918,897,0,0.000334257
ID1007700436,01/12/2022,Retail,Mortgage,Sweden,Halland,floating rate,362938.0625,0.25410786,92225,366,2,0.000398682
ID1007700437,01/12/2022,Retail,Mortgage,Sweden,Dalarna,fixed rate,327720.6706,0.366668796,120165,1113,1,0.00030736
ID1007700438,01/12/2022,Retail,Mortgage,Sweden,Jamtland,fixed rate,334050.7983,0.471786812,157601,571,0,0.000336963
ID1007700439,01/12/2022,Retail,Mortgage,Sweden,Oland,capped rate,362018.9586,0.380328102,137686,1043,0,0.000287461
ID1007700440,01/12/2022,Retail,Mortgage,Sweden,Oland,capped rate,399209.8175,0.560957793,223940,1697,0,0.000347381
ID1007700441,01/12/2022,Retail,Mortgage,Sweden,Medelpad,capped rate,356443.5095,0.427147514,152254,552,2,0.000252735
ID1007700442,01/12/2022,Retail,Mortgage,Sweden,Dalsland,floating rate,392945.7522,0.316005197,124173,383,0,0.000223331
ID1007700443,01/12/2022,Retail,Mortgage,Sweden,Gotland,floating rate,362616.7652,0.513019689,186030,3100,0,0.000309418
ID1007700444,01/12/2022,Retail,Mortgage,Sweden,Halsingland,capped rate,378384.7229,0.555458061,210177,5838,2,0.000334488
ID1007700445,01/12/2022,Retail,Mortgage,Sweden,Angermanland,fixed rate,443192.1014,0.372439383,165062,4585,2,0.000236976
ID1007700446,01/12/2022,Retail,Mortgage,Sweden,Bohuslan,floating rate,321638.6589,0.31888801,102567,611,1,0.000262426
ID1007700447,01/12/2022,Retail,Mortgage,Sweden,Angermanland,fixed rate,340771.467,0.336763436,114759,869,0,0.000334431
ID1007700448,01/12/2022,Retail,Mortgage,Sweden,Gastrikland,fixed rate,316768.5165,0.44702246,141603,843,0,0.000250288
ID1007700449,01/12/2022,Retail,Mortgage,Sweden,Harjedalen,floating rate,360033.9125,0.409137208,147303,6138,0,0.000275936
ID1007700450,01/12/2022,Retail,Mortgage,Sweden,Oland,capped rate,354546.0771,0.465245265,164951,723,0,0.000330068
ID1007700451,01/12/2022,Retail,Mortgage,Sweden,Gastrikland,floating rate,306262.5331,0.385282928,117998,364,2,0.000204739
ID1007700452,01/12/2022,Retail,Mortgage,Sweden,Lappland,capped rate,293150.3327,0.27895269,81775,757,0,0.000279118
ID1007700453,01/12/2022,Retail,Mortgage,Sweden,Dalsland,floating rate,420932.5071,0.466763021,196476,16373,1,0.000260485
ID1007700454,01/12/2022,Retail,Mortgage,Sweden,Gastrikland,floating rate,353882.3884,0.498118349,176275,2099,0,0.000308387
ID1007700455,01/12/2022,Retail,Mortgage,Sweden,Halland,floating rate,242578.8798,0.32645699,79192,275,0,0.0002911
ID1007700456,01/12/2022,Retail,Mortgage,Sweden,Bohuslan,fixed rate,293142.086,0.287883876,84391,879,0,0.000309788
ID1007700457,01/12/2022,Retail,Mortgage,Sweden,Narke,floating rate,374892.9793,0.458165334,171763,1022,0,0.000277346
ID1007700458,01/12/2022,Retail,Mortgage,Sweden,Ostergotland,capped rate,326117.8122,0.467128283,152339,552,0,0.000294865
ID1007700459,01/12/2022,Retail,Mortgage,Sweden,Narke,floating rate,380180.9988,0.431146383,163914,569,0,0.000250082
ID1007700460,01/12/2022,Retail,Mortgage,Sweden,Ostergotland,capped rate,391765.9038,0.436162576,170874,3560,0,0.000348816
ID1007700461,01/12/2022,Retail,Mortgage,Sweden,Narke,capped rate,333143.8197,0.324242588,108019,2250,0,0.000260051
ID1007700462,01/12/2022,Retail,Mortgage,Sweden,Blekinge,fixed rate,368480.9414,0.49180416,181220,1079,0,0.000328463
ID1007700463,01/12/2022,Retail,Mortgage,Sweden,Dalsland,fixed rate,364987.8354,0.393905137,143771,499,1,0.000205785
ID1007700464,01/12/2022,Retail,Mortgage,Sweden,Gotland,fixed rate,388948.3723,0.666740266,259328,940,0,0.000290468
ID1007700465,01/12/2022,Retail,Mortgage,Sweden,Narke,capped rate,360615.4249,0.404609577,145908,2432,2,0.000390432
ID1007700466,01/12/2022,Retail,Mortgage,Sweden,Halsingland,floating rate,340121.158,0.40584952,138038,548,2,0.000219876
ID1007700467,01/12/2022,Retail,Mortgage,Sweden,Jamtland,floating rate,372499.7443,0.237792377,88578,1054,0,0.000312954
ID1007700468,01/12/2022,Retail,Mortgage,Sweden,Dalsland,floating rate,340815.5873,0.490180193,167061,663,0,0.000306438
ID1007700469,01/12/2022,Retail,Mortgage,Sweden,Medelpad,floating rate,334022.2287,0.404162376,134999,402,1,0.000329426
ID1007700470,01/12/2022,Retail,Mortgage,Sweden,Angermanland,fixed rate,366018.9479,0.480133141,175738,610,0,0.000314948
ID1007700471,01/12/2022,Retail,Mortgage,Sweden,Narke,capped rate,329381.2898,0.363355271,119682,4987,0,0.000273926
ID1007700472,01/12/2022,Retail,Mortgage,Sweden,Halsingland,floating rate,400999.7146,0.458858818,184002,902,2,0.000386549
ID1007700473,01/12/2022,Retail,Mortgage,Sweden,Dalsland,fixed rate,296144.5261,0.566033279,167628,607,0,0.000382968
ID1007700474,01/12/2022,Retail,Mortgage,Sweden,Lappland,floating rate,420452.9717,0.481215269,202328,803,1,0.000357652
ID1007700475,01/12/2022,Retail,Mortgage,Sweden,Lappland,capped rate,372586.0492,0.51709274,192662,16055,2,0.000384461
ID1007700476,01/12/2022,Retail,Mortgage,Sweden,Gotland,floating rate,381771.7789,0.403531083,154057,584,0,0.000366791
ID1007700477,01/12/2022,Retail,Mortgage,Sweden,Harjedalen,floating rate,389282.813,0.466560031,181624,757,0,0.000261126
ID1007700478,01/12/2022,Retail,Mortgage,Sweden,Dalarna,floating rate,401881.9114,0.310819623,124913,1487,0,0.000315505
ID1007700479,01/12/2022,Retail,Mortgage,Sweden,Angermanland,fixed rate,324907.1028,0.469332739,152490,552,0,0.000391287
ID1007700480,01/12/2022,Retail,Mortgage,Sweden,Oland,capped rate,390248.3069,0.267909103,104551,363,0,0.000322844
ID1007700481,01/12/2022,Retail,Mortgage,Sweden,Narke,capped rate,322410.6508,0.223890677,72185,301,1,0.000305766
ID1007700482,01/12/2022,Retail,Mortgage,Sweden,Dalarna,fixed rate,324246.5384,0.297857967,96579,335,0,0.000347733
ID1007700483,01/12/2022,Retail,Mortgage,Sweden,Dalsland,fixed rate,309295.2114,0.337382677,104351,378,1,0.000328253
ID1007700484,01/12/2022,Retail,Mortgage,Sweden,Gastrikland,floating rate,349743.769,0.159672256,55844,931,0,0.000248147
ID1007700485,01/12/2022,Retail,Mortgage,Sweden,Ostergotland,capped rate,386487.7873,0.250169054,96687,576,3,1
ID1007700486,01/12/2022,Retail,Mortgage,Sweden,Gastrikland,capped rate,361249.0939,0.443331703,160153,477,0,0.000247123
ID1007700487,01/12/2022,Retail,Mortgage,Sweden,Bohuslan,fixed rate,340903.2788,0.519246018,177013,776,0,0.000265467
ID1007700488,01/12/2022,Retail,Mortgage,Sweden,Dalarna,fixed rate,410324.3805,0.482144078,197835,1374,0,0.000345198
ID1007700489,01/12/2022,Retail,Mortgage,Sweden,Dalarna,fixed rate,403467.8594,0.577335349,232936,1078,1,0.000322794
ID1007700490,01/12/2022,Retail,Mortgage,Sweden,Medelpad,floating rate,308529.3096,0.530754354,163753,1706,0,0.000299878
ID1007700491,01/12/2022,Retail,Mortgage,Sweden,Narke,capped rate,300331.5797,0.481349796,144565,12047,0,0.000372225
ID1007700492,01/12/2022,Retail,Mortgage,Sweden,Lappland,floating rate,393325.2632,0.440467254,173247,555,2,0.000265027
ID1007700493,01/12/2022,Retail,Mortgage,Sweden,Halsingland,fixed rate,387996.9524,0.38323162,148693,652,1,0.000311596
ID1007700494,01/12/2022,Retail,Mortgage,Sweden,Jamtland,floating rate,376260.5072,0.418015274,157283,655,2,0.000257806
ID1007700495,01/12/2022,Retail,Mortgage,Sweden,Oland,capped rate,347442.8376,0.385029696,133776,531,1,0.000323175
ID1007700496,01/12/2022,Retail,Mortgage,Sweden,Medelpad,floating rate,392618.1212,0.428283597,168152,824,2,0.000353153
ID1007700497,01/12/2022,Retail,Mortgage,Sweden,Bohuslan,fixed rate,297850.9604,0.443197528,132007,524,0,0.000378993
ID1007700498,01/12/2022,Retail,Mortgage,Sweden,Norrbotten,capped rate,288987.4697,0.497835638,143868,521,1,0.000271156
ID1007700499,01/12/2022,Retail,Mortgage,Sweden,Harjedalen,floating rate,324434.808,0.354149806,114899,957,0,0.000325211
ID1007700500,01/12/2022,Retail,Mortgage,Sweden,Gotland,floating rate,368578.7477,0.479749631,176826,921,0,0.000250865
ID1007700501,01/12/2022,Retail,Mortgage,Sweden,Harjedalen,floating rate,408104.8878,0.231888456,94635,303,1,0.000185404
ID1007700502,01/12/2022,Retail,Mortgage,Sweden,Ostergotland,capped rate,359477.5858,0.441555006,158729,575,1,0.000234064
ID1007700503,01/12/2022,Retail,Mortgage,Sweden,Blekinge,floating rate,412315.6462,0.335660345,138398,887,0,0.000286011
ID1007700504,01/12/2022,Retail,Mortgage,Sweden,Angermanland,fixed rate,406116.3169,0.50671931,205787,1905,0,0.000322399
ID1007700505,01/12/2022,Retail,Mortgage,Sweden,Ostergotland,capped rate,342941.3922,0.319106083,109435,608,0,0.000266732
ID1007700506,01/12/2022,Retail,Mortgage,Sweden,Gotland,fixed rate,345110.9272,0.357693253,123444,10287,0,0.00030365
ID1007700507,01/12/2022,Retail,Mortgage,Sweden,Halsingland,floating rate,385765.634,0.319476039,123243,10270,0,0.000308331
ID1007700508,01/12/2022,Retail,Mortgage,Sweden,Halsingland,floating rate,401805.2335,0.423492404,170161,3545,2,0.000277092
ID1007700509,01/12/2022,Retail,Mortgage,Sweden,Halsingland,floating rate,375480.2615,0.223667493,83983,437,3,1
ID1007700510,01/12/2022,Retail,Mortgage,Sweden,Blekinge,fixed rate,380687.5553,0.218437757,83157,408,2,0.000258545
ID1007700511,01/12/2022,Retail,Mortgage,Sweden,Medelpad,floating rate,361337.428,0.320456931,115793,482,2,0.000394285
ID1007700512,01/12/2022,Retail,Mortgage,Sweden,Dalarna,floating rate,339341.3456,0.279206303,94746,607,1,0.00030135
ID1007700513,01/12/2022,Retail,Mortgage,Sweden,Narke,capped rate,396257.7394,0.388767267,154052,642,0,0.000232717
ID1007700514,01/12/2022,Retail,Mortgage,Sweden,Gotland,floating rate,343532.0001,0.407824245,140101,556,0,0.000247185
ID1007700515,01/12/2022,Retail,Mortgage,Sweden,Angermanland,fixed rate,390167.304,0.436454186,170290,3548,3,1
ID1007700516,01/12/2022,Retail,Mortgage,Sweden,Lappland,floating rate,337158.6996,0.462480857,155929,1083,0,0.000299628
ID1007700517,01/12/2022,Retail,Mortgage,Sweden,Dalsland,floating rate,371302.468,0.493574687,183265,545,0,0.000381856
ID1007700518,01/12/2022,Retail,Mortgage,Sweden,Narke,floating rate,353635.29,0.392721398,138880,772,0,0.000306448
ID1007700519,01/12/2022,Retail,Mortgage,Sweden,Bohuslan,floating rate,389918.1332,0.27021298,105361,549,0,0.000200097
ID1007700520,01/12/2022,Retail,Mortgage,Sweden,Medelpad,floating rate,397891.7186,0.29570299,117658,9805,0,0.000427986
ID1007700521,01/12/2022,Retail,Mortgage,Sweden,Norrbotten,floating rate,418545.876,0.439004275,183743,729,0,0.00028543
ID1007700522,01/12/2022,Retail,Mortgage,Sweden,Blekinge,fixed rate,363524.5779,0.190026222,69079,640,0,0.000245721
ID1007700523,01/12/2022,Retail,Mortgage,Sweden,Medelpad,floating rate,310676.3551,0.410551309,127549,531,0,0.000344119
ID1007700524,01/12/2022,Retail,Mortgage,Sweden,Ostergotland,capped rate,340969.8009,0.475995476,162300,1040,1,0.00030908
ID1007700525,01/12/2022,Retail,Mortgage,Sweden,Harjedalen,floating rate,366197.9829,0.238228075,87239,269,0,0.000374056
ID1007700526,01/12/2022,Retail,Mortgage,Sweden,Gotland,fixed rate,380974.1221,0.324170665,123501,936,1,0.000400677
ID1007700527,01/12/2022,Retail,Mortgage,Sweden,Ostergotland,capped rate,358411.2392,0.481439491,172553,1027,1,0.000305827
ID1007700528,01/12/2022,Retail,Mortgage,Sweden,Norrbotten,floating rate,329498.469,0.416667348,137291,520,0,0.000281888
ID1007700529,01/12/2022,Retail,Mortgage,Sweden,Halland,floating rate,355527.7821,0.334913093,119071,397,0,0.000376113
ID1007700530,01/12/2022,Retail,Mortgage,Sweden,Halsingland,floating rate,344207.4408,0.34989796,120437,669,0,0.000274166
ID1007700531,01/12/2022,Retail,Mortgage,Sweden,Ostergotland,capped rate,433259.3197,0.42990476,186260,5174,0,0.000336727
ID1007700532,01/12/2022,Retail,Mortgage,Sweden,Dalsland,floating rate,364989.5187,0.577861576,210913,732,0,0.000170077
ID1007700533,01/12/2022,Retail,Mortgage,Sweden,Gotland,floating rate,434202.4374,0.528515627,229483,765,0,0.000344461
ID1007700534,01/12/2022,Retail,Mortgage,Sweden,Blekinge,fixed rate,370725.2077,0.430183462,159480,532,0,0.000253077
ID1007700535,01/12/2022,Retail,Mortgage,Sweden,Dalsland,floating rate,404663.7811,0.425052306,172003,754,1,0.000303576
ID1007700536,01/12/2022,Retail,Mortgage,Sweden,Jamtland,floating rate,298731.6934,0.689582252,206000,1321,0,0.00036465
ID1007700537,01/12/2022,Retail,Mortgage,Sweden,Narke,capped rate,333296.6033,0.46869768,156215,685,3,1
ID1007700538,01/12/2022,Retail,Mortgage,Sweden,Dalarna,floating rate,364802.7545,0.220921856,80593,3358,0,0.000368786
ID1007700539,01/12/2022,Retail,Mortgage,Sweden,Harjedalen,floating rate,355840.1953,0.469023552,166897,869,0,0.000355028
ID1007700540,01/12/2022,Retail,Mortgage,Sweden,Bohuslan,floating rate,318914.4609,0.415089148,132378,441,0,0.000268103
ID1007700541,01/12/2022,Retail,Mortgage,Sweden,Angermanland,fixed rate,357118.8133,0.446243833,159362,13280,0,0.000335278
ID1007700542,01/12/2022,Retail,Mortgage,Sweden,Medelpad,capped rate,351619.7722,0.529567454,186206,5172,2,0.000302203
ID1007700543,01/12/2022,Retail,Mortgage,Sweden,Halland,floating rate,406210.3922,0.336292477,136605,949,0,0.000308304
ID1007700544,01/12/2022,Retail,Mortgage,Sweden,Harjedalen,floating rate,332334.2481,0.323025211,107352,4473,0,0.000284526
ID1007700545,01/12/2022,Retail,Mortgage,Sweden,Dalsland,fixed rate,316759.6478,0.460663658,145920,2432,0,0.000326264
ID1007700546,01/12/2022,Retail,Mortgage,Sweden,Lappland,floating rate,369673.5666,0.215591807,79699,1328,0,0.00017427
ID1007700547,01/12/2022,Retail,Mortgage,Sweden,Norrbotten,capped rate,394063.2318,0.530331284,208984,670,1,0.000309273
ID1007700548,01/12/2022,Retail,Mortgage,Sweden,Gotland,floating rate,311639.2317,0.369139265,115038,1917,1,0.000304927
ID1007700549,01/12/2022,Retail,Mortgage,Sweden,Medelpad,floating rate,381177.8109,0.404563337,154211,612,0,0.000357888
ID1007700550,01/12/2022,Retail,Mortgage,Sweden,Angermanland,fixed rate,392939.6935,0.302428676,118836,4952,1,0.000325952
ID1007700551,01/12/2022,Retail,Mortgage,Sweden,Halland,floating rate,407489.5954,0.356244752,145166,605,1,0.000302093
ID1007700552,01/12/2022,Retail,Mortgage,Sweden,Norrbotten,floating rate,413354.9246,0.63733666,263446,998,3,1
ID1007700553,01/12/2022,Retail,Mortgage,Sweden,Halland,floating rate,320547.1633,0.380364081,121925,598,0,0.00024993
ID1007700554,01/12/2022,Retail,Mortgage,Sweden,Oland,capped rate,404480.8199,0.507503988,205276,950,0,0.000281626
ID1007700555,01/12/2022,Retail,Mortgage,Sweden,Dalarna,fixed rate,315438.0635,0.517530119,163249,716,0,0.000262677
ID1007700556,01/12/2022,Retail,Mortgage,Sweden,Jamtland,capped rate,384393.4667,0.289665339,111345,619,1,0.000265614
ID1007700557,01/12/2022,Retail,Mortgage,Sweden,Harjedalen,capped rate,348843.5635,0.404494756,141105,5879,0,0.000280149
ID1007700558,01/12/2022,Retail,Mortgage,Sweden,Halsingland,capped rate,419686.9054,0.591420821,248212,1591,3,1
ID1007700559,01/12/2022,Retail,Mortgage,Sweden,Dalsland,floating rate,364051.3537,0.516069935,187876,824,0,0.000332516
ID1007700560,01/12/2022,Retail,Mortgage,Sweden,Gotland,floating rate,361248.0927,0.565891123,204427,710,0,0.000289948
ID1007700561,01/12/2022,Retail,Mortgage,Sweden,Blekinge,floating rate,385294.315,0.512029115,197282,865,1,0.00028626
ID1007700562,01/12/2022,Retail,Mortgage,Sweden,Lappland,floating rate,396939.8232,0.500900708,198827,789,1,0.00031389
ID1007700563,01/12/2022,Retail,Mortgage,Sweden,Dalsland,floating rate,394829.2449,0.441323602,174247,908,0,0.000290987
ID1007700564,01/12/2022,Retail,Mortgage,Sweden,Angermanland,fixed rate,425843.7581,0.373003048,158841,529,0,0.000171566
ID1007700565,01/12/2022,Retail,Mortgage,Sweden,Ostergotland,capped rate,311732.1167,0.481697907,150161,736,0,0.000412873
ID1007700566,01/12/2022,Retail,Mortgage,Sweden,Dalarna,floating rate,373007.3583,0.384877742,143562,665,1,0.000331916
ID1007700567,01/12/2022,Retail,Mortgage,Sweden,Blekinge,fixed rate,379613.6785,0.361923506,137391,520,0,0.000259296
ID1007700568,01/12/2022,Retail,Mortgage,Sweden,Lappland,floating rate,465276.1065,0.408590729,190108,720,0,0.000304046
ID1007700569,01/12/2022,Retail,Mortgage,Sweden,Bohuslan,fixed rate,423746.25,0.294163653,124651,1484,1,0.000259132
ID1007700570,01/12/2022,Retail,Mortgage,Sweden,Halsingland,fixed rate,413183.8705,0.293560838,121295,421,0,0.000193959
ID1007700571,01/12/2022,Retail,Mortgage,Sweden,Norrbotten,capped rate,426210.6216,0.344966498,147028,875,1,0.000381998
ID1007700572,01/12/2022,Retail,Mortgage,Sweden,Lappland,floating rate,408116.5053,0.266552262,108784,604,0,0.000286884
ID1007700573,01/12/2022,Retail,Mortgage,Sweden,Medelpad,floating rate,389041.9128,0.439744514,171079,1426,0,0.000304766
ID1007700574,01/12/2022,Retail,Mortgage,Sweden,Lappland,fixed rate,387347.2868,0.299970865,116193,461,0,0.000343432
ID1007700575,01/12/2022,Retail,Mortgage,Sweden,Norrbotten,floating rate,365689.7612,0.340239157,124422,3456,3,1
ID1007700576,01/12/2022,Retail,Mortgage,Sweden,Oland,capped rate,331423.0744,0.485014657,160745,609,0,0.000421502
ID1007700577,01/12/2022,Retail,Mortgage,Sweden,Oland,capped rate,360407.3461,0.420560792,151573,526,0,0.000222349
ID1007700578,01/12/2022,Retail,Mortgage,Sweden,Halsingland,floating rate,349305.0045,0.398682617,139262,645,0,0.000336968
ID1007700579,01/12/2022,Retail,Mortgage,Sweden,Harjedalen,floating rate,347500.2362,0.348936187,121255,1123,1,0.000280402
ID1007700580,01/12/2022,Retail,Mortgage,Sweden,Jamtland,floating rate,344389.1785,0.301115965,103701,480,0,0.000257235
ID1007700581,01/12/2022,Retail,Mortgage,Sweden,Gastrikland,floating rate,317232.1976,0.519108954,164678,549,0,0.000233647
ID1007700582,01/12/2022,Retail,Mortgage,Sweden,Jamtland,capped rate,353743.0144,0.471949539,166949,556,1,0.000310709
ID1007700583,01/12/2022,Retail,Mortgage,Sweden,Blekinge,floating rate,365405.6954,0.303905006,111049,463,0,0.000367248
ID1007700584,01/12/2022,Retail,Mortgage,Sweden,Halland,capped rate,358175.1604,0.49696931,178002,571,0,0.000303892
ID1007700585,01/12/2022,Retail,Mortgage,Sweden,Angermanland,fixed rate,366770.5749,0.458021865,167989,2333,0,0.000247943
ID1007700586,01/12/2022,Retail,Mortgage,Sweden,Gastrikland,floating rate,385416.5505,0.353305011,136170,709,0,0.000314496
ID1007700587,01/12/2022,Retail,Mortgage,Sweden,Angermanland,fixed rate,391289.81,0.347525428,135983,3777,0,0.000266986
ID1007700588,01/12/2022,Retail,Mortgage,Sweden,Jamtland,floating rate,330347.831,0.495117937,163561,505,1,0.000429722
ID1007700589,01/12/2022,Retail,Mortgage,Sweden,Harjedalen,floating rate,318307.5027,0.582619993,185452,644,0,0.000320997
ID1007700590,01/12/2022,Retail,Mortgage,Sweden,Ostergotland,capped rate,332863.6054,0.4157845,138400,641,1,0.000302153
ID1007700591,01/12/2022,Retail,Mortgage,Sweden,Dalarna,floating rate,308009.9409,0.396742063,122200,2546,1,0.000365257
ID1007700592,01/12/2022,Retail,Mortgage,Sweden,Gastrikland,floating rate,431556.8308,0.242075363,104469,791,0,0.000248705
ID1007700593,01/12/2022,Retail,Mortgage,Sweden,Blekinge,fixed rate,404938.1233,0.444969842,180185,601,0,0.000320541
ID1007700594,01/12/2022,Retail,Mortgage,Sweden,Norrbotten,capped rate,386365.7597,0.427618133,165217,530,0,0.00016465
ID1007700595,01/12/2022,Retail,Mortgage,Sweden,Medelpad,floating rate,382934.9695,0.347497349,133069,739,1,0.000403125
ID1007700596,01/12/2022,Retail,Mortgage,Sweden,Halsingland,floating rate,261534.636,0.440278482,115148,384,3,1
ID1007700597,01/12/2022,Retail,Mortgage,Sweden,Jamtland,floating rate,403727.2207,0.61388542,247842,1147,0,0.000313658
ID1007700598,01/12/2022,Retail,Mortgage,Sweden,Narke,floating rate,348222.7192,0.358224274,124742,547,0,0.000276162
ID1007700599,01/12/2022,Retail,Mortgage,Sweden,Gastrikland,fixed rate,421491.1101,0.439871464,185402,7725,0,0.000266421
ID1007700600,01/12/2022,Retail,Mortgage,Sweden,Narke,floating rate,338090.0746,0.300373288,101553,1058,0,0.000303157
ID1007700601,01/12/2022,Retail,Mortgage,Sweden,Norrbotten,floating rate,344985.2441,0.416289167,143614,5984,0,0.000361529
ID1007700602,01/12/2022,Retail,Mortgage,Sweden,Jamtland,floating rate,314806.6453,0.409371956,128873,2685,0,0.00035605
ID1007700603,01/12/2022,Retail,Mortgage,Sweden,Oland,floating rate,333560.894,0.387230124,129165,633,1,0.000228066
ID1007700604,01/12/2022,Retail,Mortgage,Sweden,Gotland,floating rate,408958.5185,0.535231299,218887,18241,2,0.000348398
ID1007700605,01/12/2022,Retail,Mortgage,Sweden,Angermanland,fixed rate,354587.8811,0.413669678,146682,1358,0,0.000259432
ID1007700606,01/12/2022,Retail,Mortgage,Sweden,Ostergotland,capped rate,338837.9198,0.3587042,121543,633,0,0.000381777
ID1007700607,01/12/2022,Retail,Mortgage,Sweden,Dalsland,fixed rate,355586.7394,0.526489396,187213,709,0,0.000224096
ID1007700608,01/12/2022,Retail,Mortgage,Sweden,Lappland,floating rate,352442.2012,0.317825907,112015,583,0,0.000157695
ID1007700609,01/12/2022,Retail,Mortgage,Sweden,Halsingland,floating rate,370593.2951,0.408608912,151428,549,2,0.000279052
ID1007700610,01/12/2022,Retail,Mortgage,Sweden,Lappland,capped rate,382779.9956,0.370301603,141744,537,0,0.000308751
ID1007700611,01/12/2022,Retail,Mortgage,Sweden,Gastrikland,floating rate,369402.8487,0.321257047,118673,412,2,0.000379586
ID1007700612,01/12/2022,Retail,Mortgage,Sweden,Halland,capped rate,370595.8118,0.517148143,191653,7986,0,0.000236089
ID1007700613,01/12/2022,Retail,Mortgage,Sweden,Gastrikland,floating rate,439609.4631,0.407831557,179287,553,0,0.000303398
ID1007700614,01/12/2022,Retail,Mortgage,Sweden,Gotland,floating rate,342881.3974,0.416885973,142942,476,0,0.000303389
ID1007700615,01/12/2022,Retail,Mortgage,Sweden,Gastrikland,floating rate,359140.2271,0.337199502,121102,721,1,0.000267589
ID1007700616,01/12/2022,Retail,Mortgage,Sweden,Jamtland,floating rate,315523.1523,0.486146965,153391,2130,0,0.000367397
ID1007700617,01/12/2022,Retail,Mortgage,Sweden,Dalarna,fixed rate,375607.1574,0.555645609,208704,966,0,0.000348896
ID1007700618,01/12/2022,Retail,Mortgage,Sweden,Halsingland,floating rate,356507.1374,0.43802808,156160,1446,0,0.000297441
ID1007700619,01/12/2022,Retail,Mortgage,Sweden,Harjedalen,capped rate,348087.1461,0.476651976,165916,2765,1,0.000385776
ID1007700620,01/12/2022,Retail,Mortgage,Sweden,Gastrikland,floating rate,262536.5295,0.301668405,79199,471,0,0.000231995
ID1007700621,01/12/2022,Retail,Mortgage,Sweden,Dalsland,floating rate,355430.2452,0.319443816,113540,338,1,0.000227667
ID1007700622,01/12/2022,Retail,Mortgage,Sweden,Gastrikland,floating rate,392408.8847,0.267358707,104914,312,1,0.000329958
ID1007700623,01/12/2022,Retail,Mortgage,Sweden,Bohuslan,fixed rate,393462.5632,0.406826335,160071,534,0,0.000299157
ID1007700624,01/12/2022,Retail,Mortgage,Sweden,Ostergotland,capped rate,346474.0588,0.43090756,149298,3110,1,0.000280436
ID1007700625,01/12/2022,Retail,Mortgage,Sweden,Jamtland,floating rate,275204.1053,0.495015954,136230,1622,0,0.000312706
ID1007700626,01/12/2022,Retail,Mortgage,Sweden,Lappland,floating rate,282112.8407,0.327808456,92479,335,0,0.000291562
ID1007700627,01/12/2022,Retail,Mortgage,Sweden,Bohuslan,floating rate,394774.0638,0.346293163,136708,456,3,1
ID1007700628,01/12/2022,Retail,Mortgage,Sweden,Narke,capped rate,344085.5439,0.330652466,113773,862,1,0.000287601
ID1007700629,01/12/2022,Retail,Mortgage,Sweden,Angermanland,fixed rate,330966.7974,0.451039427,149279,498,0,0.00026565
ID1007700630,01/12/2022,Retail,Mortgage,Sweden,Halsingland,floating rate,297505.7581,0.228496507,67979,298,0,0.000254849
ID1007700631,01/12/2022,Retail,Mortgage,Sweden,Blekinge,fixed rate,366730.1624,0.424615841,155719,683,0,0.000334698
ID1007700632,01/12/2022,Retail,Mortgage,Sweden,Lappland,floating rate,382480.8008,0.459606039,175790,1221,1,0.000316792
ID1007700633,01/12/2022,Retail,Mortgage,Sweden,Norrbotten,capped rate,334435.7193,0.492532427,164720,508,0,0.000367027
ID1007700634,01/12/2022,Retail,Mortgage,Sweden,Narke,floating rate,364130.3182,0.625564058,227787,999,3,1
ID1007700635,01/12/2022,Retail,Mortgage,Sweden,Lappland,floating rate,329880.9349,0.321951911,106206,590,1,0.000400251
ID1007700636,01/12/2022,Retail,Mortgage,Sweden,Jamtland,floating rate,407220.2879,0.412464375,167964,1000,0,0.000234634
ID1007700637,01/12/2022,Retail,Mortgage,Sweden,Norrbotten,floating rate,322514.1688,0.353067429,113869,949,0,0.00027091
ID1007700638,01/12/2022,Retail,Mortgage,Sweden,Oland,capped rate,456307.6093,0.43973402,200654,727,0,0.000285486
ID1007700639,01/12/2022,Retail,Mortgage,Sweden,Halsingland,floating rate,368688.7126,0.253026077,93288,311,0,0.000311215
ID1007700640,01/12/2022,Retail,Mortgage,Sweden,Dalarna,floating rate,425400.0798,0.547851243,233056,971,0,0.000244266
